Departamento,Dep,Municipio,Depmun,Superficie,Poblacion,Irural,Region
Caldas,19,López,19418,3367.5674,18761,63,Región Pacífico
Caldas,19,Mercaderes,19450,697.9814,22901,52,Región Pacífico
Caldas,19,Miranda,19455,189.6843,31733,34,Región Pacífico
Caldas,19,Morales,19473,511.4777,39516,46,Región Pacífico
Caldas,19,Padilla,19513,69.6834,9953,38,Región Pacífico
Caldas,19,Páez,19517,1793.1439,46278,53,Región Pacífico
Caldas,19,Patía,19532,755.2911,37183,48,Región Pacífico
Caldas,19,Piamonte,19533,1104.7517,9004,63,Región Pacífico
Caldas,19,Piendamó,19548,181.2696,41362,35,Región Pacífico
Caldas,19,Puerto   Tejada,19573,109.1233,41648,28,Región Pacífico
Caldas,19,Puracé,19585,848.3233,17423,50,Región Pacífico
Caldas,19,Rosas,19622,169.0917,11495,43,Región Pacífico
Caldas,19,San   Sebastián,19693,419.0349,11004,50,Región Pacífico
Caldas,19,Santander   de   Quilichao,19698,518.1975,111789,36,Región Pacífico
Caldas,19,Santa   Rosa,19701,3619.371,5354,70,Región Pacífico
Caldas,19,Silvia,19743,680.9916,37713,45,Región Pacífico
Caldas,19,Sotara,19760,515.9442,14079,50,Región Pacífico
Caldas,19,Suárez,19780,392.3857,32226,49,Región Pacífico
Caldas,19,Sucre,19785,135.8733,9582,44,Región Pacífico
Caldas,19,Timbío,19807,201.2927,35895,37,Región Pacífico
Caldas,19,Timbiquí,19809,2057.7062,26363,59,Región Pacífico
Caldas,19,Toribio,19821,492.1412,36016,44,Región Pacífico
Caldas,19,Totoró,19824,404.4705,25137,47,Región Pacífico
Caldas,19,Villa   Rica,19845,81.6216,21000,35,Región Pacífico
Cesar,20,Valledupar,20001,4185.7918,513685,40,Región Caribe
Cesar,20,Aguachica,20011,877.6666,114569,42,Región Caribe
Cesar,20,Agustín Codazzi,20013,1753.0925,62864,50,Región Caribe
Cesar,20,Astrea,20032,637.9028,20617,51,Región Caribe
Cesar,20,Becerril,20045,1225.4011,22542,58,Región Caribe
Cesar,20,Bosconia,20060,586.2092,41825,45,Región Caribe
Cesar,20,Chimichagua,20175,1376.4253,35269,53,Región Caribe
Cesar,20,Chiriguaná,20178,1114.4804,28743,54,Región Caribe
Cesar,20,Curumaní,20228,915.1713,38617,51,Región Caribe
Cesar,20,El Copey,20238,956.4508,30957,49,Región Caribe
Cesar,20,El   Paso,20250,813.9328,39365,51,Región Caribe
Cesar,20,Gamarra,20295,326.8806,15458,48,Región Caribe
Cesar,20,González,20310,73.0061,4469,39,Región Caribe
Cesar,20,La Gloria,20383,802.8721,17858,55,Región Caribe
Cesar,20,La Jagua de Ibirico,20400,755.9068,49052,51,Región Caribe
Cesar,20,Manaure,20443,136.7821,10479,42,Región Caribe
Cesar,20,Pailitas,20517,531.843,19183,51,Región Caribe
Cesar,20,Pelaya,20550,423.3874,21564,49,Región Caribe
Cesar,20,Pueblo   Bello,20570,743.8018,28298,50,Región Caribe
Cesar,20,Río   de   Oro,20614,549.438,17346,52,Región Caribe
Cesar,20,La   Paz,20621,1073.1012,28758,52,Región Caribe
Cesar,20,San Alberto,20710,550.2115,27449,49,Región Caribe
Cesar,20,San Diego,20750,645.9994,19818,52,Región Caribe
Cesar,20,San Martín,20770,993.2912,27823,54,Región Caribe
